bar,equity
1648,9758.15
1649,9758.15
1650,9758.15
1651,9758.15
1652,9758.15
1653,9758.15
1654,9758.15
1655,9758.15
1656,9761.3
1657,9761.3
1658,9761.3
1659,9761.3
1660,9761.3
1661,9759.81
1662,9758.32
1663,9758.32
1664,9758.32
1665,9755.8
1666,9755.8
1667,9755.8
1668,9752.14
1669,9752.14
1670,9752.14
1671,9752.14
1672,9752.14
1673,9752.14
1674,9752.14
1675,9752.14
1676,9752.14
1677,9752.14
1678,9752.14
1679,9752.14
1680,9752.14
1681,9752.14
1682,9752.14
1683,9752.14
1684,9752.14
1685,9752.14
1686,9752.14
1687,9752.14
1688,9752.14
1689,9752.14
1690,9752.14
1691,9752.14
1692,9749.97
1693,9749.97
1694,9745.96
1695,9744.47
1696,9744.47
1697,9744.47
1698,9740.24
1699,9740.24
1700,9740.24
1701,9740.24
